node_id,edges
352,"[(352, 640), (352, 2313), (352, 3367), (352, 4196), (352, 5592), (352, 6647), (352, 6983), (352, 8863)]"
353,"[(353, 2322), (353, 2779), (353, 4566), (353, 4692), (353, 4752), (353, 6730), (353, 8714)]"
354,"[(354, 3395), (354, 3654), (354, 3880), (354, 4380), (354, 7383), (354, 8392)]"
355,"[(355, 2496), (355, 3041), (355, 4105), (355, 6705), (355, 7061), (355, 8453), (355, 9449)]"
356,"[(356, 2063), (356, 2224), (356, 2255), (356, 3114), (356, 3155), (356, 4095), (356, 5059), (356, 9153)]"
357,"[(357, 485), (357, 3612), (357, 6106), (357, 7925), (357, 8092), (357, 8148)]"
358,"[(358, 3360), (358, 9433), (358, 9743)]"
359,"[(359, 3216), (359, 3679), (359, 3690), (359, 5647), (359, 6560), (359, 7672), (359, 8148)]"
360,"[(360, 382), (360, 814), (360, 2568), (360, 2814), (360, 5090)]"
361,"[(361, 4122), (361, 4804), (361, 6730), (361, 8226), (361, 8228)]"
362,"[(362, 3478), (362, 4022), (362, 4701), (362, 5259), (362, 6260), (362, 6851), (362, 7176), (362, 8128), (362, 8640), (362, 9146), (362, 9448), (362, 9666)]"
363,"[(363, 1936), (363, 2947), (363, 3208), (363, 4997), (363, 5950), (363, 6804), (363, 7570), (363, 8775)]"
364,"[(364, 757), (364, 1250), (364, 4699), (364, 5070), (364, 5910), (364, 6497)]"
365,"[(365, 572), (365, 3056), (365, 3970), (365, 9304)]"
366,"[(366, 3566), (366, 3677), (366, 3693), (366, 4670), (366, 6606), (366, 7545), (366, 9227), (366, 9282)]"
367,"[(367, 640), (367, 1890), (367, 2482), (367, 5709)]"
368,"[(368, 1732), (368, 4124), (368, 4618), (368, 4736), (368, 6521), (368, 8007), (368, 9228)]"
369,"[(369, 454), (369, 2405), (369, 3011), (369, 4012), (369, 4177), (369, 7712), (369, 9296)]"
370,"[(370, 2775), (370, 4047), (370, 9391)]"
371,"[(371, 2612), (371, 3527), (371, 4423), (371, 5439)]"
372,"[(372, 2867), (372, 4646), (372, 8047)]"
373,"[(373, 3357), (373, 7432), (373, 7606)]"
374,"[(374, 2644), (374, 3258), (374, 6156), (374, 6890), (374, 7454), (374, 8726), (374, 9496), (374, 9787)]"
375,"[(375, 1891), (375, 3937), (375, 6998), (375, 8479)]"
376,"[(376, 147), (376, 296), (376, 2842), (376, 3063), (376, 5665), (376, 5822), (376, 7456), (376, 8252), (376, 8257), (376, 8703)]"
377,"[(377, 3423), (377, 6722), (377, 9103), (377, 9192), (377, 9217)]"
378,"[(378, 3568), (378, 4144), (378, 5200), (378, 5590), (378, 7291), (378, 8681), (378, 8820)]"
379,"[(379, 1575), (379, 4270), (379, 5016), (379, 7022), (379, 7873), (379, 9554)]"
380,"[(380, 1111), (380, 2802), (380, 5246), (380, 6902), (380, 8391), (380, 8945), (380, 9998)]"
381,"[(381, 2223), (381, 9723)]"
382,"[(382, 71), (382, 360), (382, 1029), (382, 4519), (382, 5432), (382, 6059), (382, 8087), (382, 9086)]"
383,"[(383, 1762), (383, 4496), (383, 4633), (383, 6050)]"
384,"[(384, 948), (384, 6718), (384, 8125), (384, 9524)]"
385,"[(385, 3683), (385, 6074), (385, 7131), (385, 8027), (385, 8061), (385, 9946)]"
386,"[(386, 105), (386, 421), (386, 2482), (386, 2600), (386, 6108), (386, 9076), (386, 9540)]"
387,"[(387, 1597), (387, 2948), (387, 4880), (387, 9159)]"
388,"[(388, 429), (388, 3773), (388, 4903), (388, 7581), (388, 7907)]"
389,"[(389, 867), (389, 870), (389, 2204), (389, 3111), (389, 4822), (389, 5623), (389, 6869), (389, 7678), (389, 8482)]"
390,"[(390, 4231), (390, 9698), (390, 9886)]"
391,"[(391, 2221), (391, 2759), (391, 3944), (391, 4501), (391, 6329), (391, 7053), (391, 8573), (391, 8910), (391, 9291), (391, 9423), (391, 9831), (391, 9842)]"
392,"[(392, 6013), (392, 6651), (392, 7673), (392, 7881)]"
393,"[(393, 1506), (393, 3600), (393, 8194), (393, 9816)]"
394,"[(394, 3855), (394, 5432), (394, 7457)]"
395,"[(395, 0), (395, 3248)]"
396,"[(396, 1614), (396, 2200), (396, 3966)]"
397,"[(397, 1431), (397, 2669), (397, 3495), (397, 8586)]"
398,"[(398, 3600), (398, 8320), (398, 9765)]"
399,"[(399, 1261), (399, 1755), (399, 1778), (399, 4481), (399, 8002), (399, 8662), (399, 9372)]"
400,"[(400, 1525), (400, 1808), (400, 2584), (400, 2818), (400, 3344), (400, 4997), (400, 7430), (400, 7666), (400, 8176), (400, 8849)]"
401,"[(401, 948), (401, 2228), (401, 5963), (401, 6601), (401, 7233)]"
402,"[(402, 659), (402, 1134), (402, 1343), (402, 1638), (402, 1857), (402, 3146), (402, 8050), (402, 8191)]"
403,"[(403, 1218), (403, 4068), (403, 6862), (403, 9111)]"
404,"[(404, 2618), (404, 3135), (404, 3153), (404, 3720), (404, 4192), (404, 4942), (404, 5091), (404, 5616), (404, 8666), (404, 8991), (404, 9254)]"
405,"[(405, 1744), (405, 3795), (405, 4468), (405, 4496), (405, 6614), (405, 9309)]"
406,"[(406, 1136), (406, 2311), (406, 2502), (406, 2882), (406, 3203), (406, 5308)]"
407,"[(407, 3312), (407, 4010), (407, 8053), (407, 8093), (407, 9334)]"
408,"[(408, 532), (408, 1746), (408, 3340), (408, 3729), (408, 5455), (408, 8418)]"
409,"[(409, 1290), (409, 3388), (409, 5522), (409, 6922), (409, 7144)]"
410,"[(410, 5247), (410, 6127), (410, 9108)]"
411,"[(411, 4425), (411, 8917)]"
412,"[(412, 246), (412, 2930), (412, 3103), (412, 5335), (412, 5741), (412, 8482), (412, 9143)]"
413,"[(413, 1235), (413, 3572), (413, 7572), (413, 8595)]"
414,"[(414, 2432), (414, 2919), (414, 4169), (414, 6011), (414, 6477), (414, 6988), (414, 7004), (414, 7966), (414, 9624)]"
415,"[(415, 5438), (415, 5700), (415, 7534)]"
416,"[(416, 1438), (416, 2894), (416, 6050), (416, 6696), (416, 6920), (416, 8822)]"
417,"[(417, 3055), (417, 4644), (417, 8059), (417, 8423), (417, 8836)]"
418,"[(418, 5580), (418, 6028)]"
419,"[(419, 2296), (419, 5817), (419, 6894), (419, 7641), (419, 9589), (419, 9694)]"
420,"[(420, 1022), (420, 5292), (420, 6275), (420, 9406)]"
421,"[(421, 386), (421, 1394), (421, 1639), (421, 2343), (421, 2415), (421, 2690), (421, 5431), (421, 9512)]"
422,"[(422, 1989), (422, 2566), (422, 5207), (422, 7879), (422, 9065)]"
423,"[(423, 2586), (423, 3745), (423, 5803), (423, 9068), (423, 9328)]"
424,"[(424, 2444), (424, 2624), (424, 2740), (424, 3329)]"
425,"[(425, 41)]"
426,"[(426, 2565), (426, 2759), (426, 2832), (426, 3985), (426, 6529), (426, 7059), (426, 8721), (426, 9196), (426, 9746)]"
427,"[(427, 2333), (427, 2973), (427, 4164), (427, 6295), (427, 6599), (427, 7622), (427, 9761), (427, 9843)]"
428,"[(428, 5014), (428, 5279), (428, 6083), (428, 6758)]"
429,"[(429, 23), (429, 388), (429, 1009), (429, 2324), (429, 5546), (429, 6043), (429, 7125), (429, 8011)]"
430,"[(430, 1465), (430, 1607), (430, 4755), (430, 7113), (430, 8827), (430, 8843)]"
431,"[(431, 2472), (431, 3631), (431, 9490)]"
432,"[(432, 1099), (432, 1387), (432, 2042), (432, 2572), (432, 2865), (432, 4809), (432, 5293), (432, 8623)]"
433,"[(433, 3475), (433, 3934), (433, 7859), (433, 8693)]"
434,"[(434, 1605), (434, 1618), (434, 2261), (434, 2414), (434, 2580), (434, 3792), (434, 3828), (434, 9308)]"
435,"[(435, 4362), (435, 4912), (435, 9371), (435, 9507)]"
436,"[(436, 1837), (436, 2662), (436, 3515)]"
437,"[(437, 3538), (437, 5049), (437, 8182)]"
438,"[(438, 3255), (438, 3283), (438, 3392), (438, 8576)]"
439,"[(439, 1962), (439, 2904), (439, 3523), (439, 8262), (439, 9687)]"
440,"[(440, 984), (440, 5068), (440, 6392), (440, 7293), (440, 9482)]"
441,"[(441, 1139), (441, 2482), (441, 2957), (441, 4822), (441, 7616), (441, 9404), (441, 9538)]"
442,"[(442, 3435), (442, 4648), (442, 4758), (442, 5425), (442, 7760), (442, 8239), (442, 9152)]"
443,"[(443, 25), (443, 1897), (443, 2224), (443, 2333), (443, 2912), (443, 4494), (443, 5288), (443, 5561), (443, 7741)]"
444,"[(444, 1099), (444, 4420)]"
445,"[(445, 584), (445, 1015), (445, 5471)]"
446,"[(446, 5542)]"
447,"[(447, 43), (447, 6561), (447, 7478), (447, 9386)]"
448,"[(448, 2273), (448, 4900), (448, 7805), (448, 8413)]"
449,"[(449, 61), (449, 3663), (449, 5176), (449, 5644)]"
450,"[(450, 782), (450, 1334), (450, 1845), (450, 2782), (450, 5167), (450, 5478), (450, 6536)]"
451,"[(451, 271), (451, 2093), (451, 8140)]"
452,"[(452, 3492), (452, 7531), (452, 7601), (452, 8236)]"
453,"[(453, 4376)]"
454,"[(454, 369), (454, 2099), (454, 7301), (454, 7865)]"
455,"[(455, 2241), (455, 6179), (455, 8988), (455, 9059), (455, 9094)]"
456,"[(456, 1948), (456, 2649), (456, 6044), (456, 8653)]"
457,"[(457, 869), (457, 5246), (457, 6291), (457, 9530)]"
458,"[(458, 3179), (458, 4077), (458, 6375), (458, 8228), (458, 9330)]"
459,"[(459, 7087), (459, 7758), (459, 8308)]"
460,"[(460, 2920), (460, 3607), (460, 4779), (460, 6657), (460, 9144)]"
461,"[(461, 2921), (461, 3141), (461, 6745), (461, 9268)]"
462,"[(462, 1170), (462, 1809), (462, 3265), (462, 3669), (462, 9154), (462, 9817)]"
463,"[(463, 1754), (463, 6286), (463, 8043), (463, 8298), (463, 8301)]"
464,"[(464, 1581), (464, 4752), (464, 8126), (464, 8616)]"
465,"[(465, 1092), (465, 3113), (465, 3824)]"
466,"[(466, 1499), (466, 8020), (466, 9822)]"
467,"[(467, 2554), (467, 3093), (467, 3720), (467, 5331), (467, 5862)]"
468,"[(468, 1244), (468, 4101), (468, 4187), (468, 6248), (468, 6964), (468, 7875), (468, 8681)]"
469,"[(469, 3113), (469, 4792), (469, 5268), (469, 5424), (469, 6038), (469, 6149), (469, 7988)]"
470,"[(470, 297), (470, 594), (470, 2312)]"
471,"[(471, 645), (471, 8952), (471, 8969), (471, 9375)]"
472,"[(472, 802), (472, 1441), (472, 1530), (472, 7836)]"
473,"[(473, 2053), (473, 5722), (473, 6855), (473, 8529), (473, 9226)]"
474,"[(474, 4480), (474, 8418)]"
475,"[(475, 759), (475, 1598), (475, 4644), (475, 5923), (475, 7097)]"
476,"[(476, 2780), (476, 5975), (476, 6851), (476, 7444), (476, 7507), (476, 9486)]"
477,"[(477, 1356), (477, 4331), (477, 4388), (477, 5101), (477, 8728), (477, 9014)]"
478,"[(478, 2217), (478, 2491), (478, 3816), (478, 9341), (478, 9813), (478, 9997)]"
479,"[(479, 2441), (479, 3328), (479, 8915)]"
480,"[(480, 92), (480, 131), (480, 1127), (480, 5452), (480, 6190), (480, 7644)]"
481,"[(481, 556), (481, 2051), (481, 2548), (481, 4776), (481, 5329), (481, 7022), (481, 8067)]"
482,"[(482, 3873), (482, 6458), (482, 7047), (482, 7762), (482, 9553)]"
483,"[(483, 284), (483, 8218)]"
484,"[(484, 1250), (484, 5172), (484, 7619), (484, 7666), (484, 9659)]"
485,"[(485, 357), (485, 6412), (485, 8069)]"
486,"[(486, 1811), (486, 2437), (486, 3486), (486, 8391), (486, 9226)]"
487,"[(487, 2786), (487, 9293), (487, 9798)]"
488,"[(488, 494), (488, 727), (488, 3623)]"
489,[]
490,"[(490, 2358), (490, 4509), (490, 8733), (490, 9811)]"
491,"[(491, 625), (491, 796), (491, 4048)]"
492,"[(492, 1224), (492, 2449), (492, 3783), (492, 7050)]"
493,"[(493, 1998), (493, 2362), (493, 2420), (493, 2460), (493, 3405), (493, 6368), (493, 8392)]"
494,"[(494, 488), (494, 1886), (494, 2497), (494, 3935), (494, 7573), (494, 8638), (494, 9206), (494, 9420)]"
495,"[(495, 1551), (495, 1663), (495, 4468), (495, 8737), (495, 9354)]"
496,"[(496, 1367), (496, 2962), (496, 3051), (496, 4102), (496, 4780), (496, 5511), (496, 6961), (496, 8907)]"
497,"[(497, 1637), (497, 3473), (497, 9095)]"
498,"[(498, 1414), (498, 2063), (498, 3778), (498, 5378), (498, 6745), (498, 8291)]"
499,"[(499, 2140), (499, 6279)]"
500,"[(500, 3758)]"
501,"[(501, 1017), (501, 1316), (501, 2217), (501, 3447), (501, 3918), (501, 9399)]"
502,"[(502, 4743), (502, 6834), (502, 7029)]"
503,"[(503, 145), (503, 2907), (503, 5091), (503, 5402)]"
504,"[(504, 5345), (504, 5409), (504, 8380)]"
505,"[(505, 5182), (505, 5714), (505, 5919), (505, 7654), (505, 8593)]"
506,"[(506, 2139), (506, 2520), (506, 3620), (506, 3692), (506, 8722)]"
507,"[(507, 5242), (507, 5294), (507, 6893)]"
508,"[(508, 2428), (508, 4337), (508, 5324), (508, 6163), (508, 8478)]"
509,"[(509, 5262), (509, 6348), (509, 7029), (509, 8308), (509, 8493)]"
510,"[(510, 2636), (510, 2702), (510, 3432), (510, 3995), (510, 4351), (510, 5022)]"
511,"[(511, 1286), (511, 2322)]"
512,"[(512, 1904), (512, 5963), (512, 8047)]"
513,"[(513, 84), (513, 6586), (513, 8846), (513, 9242)]"
514,"[(514, 1207), (514, 2544), (514, 3315), (514, 7666), (514, 7969), (514, 7979), (514, 9522)]"
515,"[(515, 599), (515, 1142), (515, 1933), (515, 5130), (515, 5157), (515, 5559), (515, 8869)]"
516,"[(516, 3048), (516, 9710)]"
517,"[(517, 104), (517, 5873), (517, 6154), (517, 9269)]"
518,"[(518, 59), (518, 2540), (518, 2707), (518, 3288), (518, 9501)]"
519,"[(519, 550), (519, 1154), (519, 2447), (519, 6023), (519, 8700), (519, 9191)]"
520,"[(520, 1523), (520, 3886), (520, 6312), (520, 7072), (520, 8904)]"
521,"[(521, 265), (521, 740), (521, 7014)]"
522,"[(522, 1264), (522, 1959), (522, 6689), (522, 8841)]"
523,"[(523, 3074), (523, 4552), (523, 6174)]"
524,"[(524, 5850), (524, 5955), (524, 8893), (524, 9322)]"
525,"[(525, 1779), (525, 2406), (525, 6411), (525, 9363), (525, 9417)]"
526,"[(526, 2926), (526, 4428), (526, 9822)]"
527,"[(527, 1801), (527, 1810), (527, 5019), (527, 8724), (527, 9863)]"
528,"[(528, 154), (528, 824), (528, 1779), (528, 1991), (528, 4954), (528, 5833), (528, 5877), (528, 7851), (528, 9948)]"
529,"[(529, 563), (529, 839), (529, 1602), (529, 2808), (529, 6256), (529, 7151), (529, 8049), (529, 9254)]"
530,"[(530, 552), (530, 3511), (530, 5605), (530, 6345), (530, 9833)]"
531,"[(531, 187), (531, 1053), (531, 4139), (531, 7108), (531, 7389), (531, 8281), (531, 9355)]"
532,"[(532, 182), (532, 408), (532, 2026), (532, 4649), (532, 4905)]"
533,"[(533, 681), (533, 3324), (533, 3475), (533, 5210), (533, 5802), (533, 7853), (533, 9039)]"
534,"[(534, 999), (534, 2863), (534, 9139), (534, 9768), (534, 9854)]"
535,"[(535, 543), (535, 3226), (535, 5288), (535, 5571), (535, 5832), (535, 6074), (535, 6710), (535, 9213)]"
536,"[(536, 171), (536, 1307), (536, 2822), (536, 3249), (536, 6800), (536, 8444)]"
537,"[(537, 2872), (537, 6093), (537, 6340), (537, 9767)]"
538,"[(538, 900), (538, 2581), (538, 4548), (538, 7730), (538, 8138), (538, 9539)]"
539,"[(539, 803), (539, 977), (539, 5578), (539, 5686), (539, 8755)]"
540,"[(540, 1448), (540, 3959), (540, 5011)]"
541,"[(541, 1461), (541, 2222), (541, 2371), (541, 2993), (541, 3667), (541, 5886), (541, 7202), (541, 7681), (541, 9043)]"
542,"[(542, 122), (542, 1023), (542, 3176), (542, 8147), (542, 8447)]"
543,"[(543, 535), (543, 2230), (543, 2360), (543, 4607), (543, 9180), (543, 9448)]"
544,"[(544, 1589), (544, 8286)]"
545,"[(545, 2340), (545, 3540), (545, 5615), (545, 6394), (545, 9573)]"
546,"[(546, 63), (546, 2799), (546, 4432), (546, 6025), (546, 9054), (546, 9374)]"
547,"[(547, 3495), (547, 5730), (547, 6079)]"
548,"[(548, 549), (548, 4921), (548, 5561), (548, 6349), (548, 6455), (548, 8499), (548, 8751)]"
549,"[(549, 548), (549, 564), (549, 2126), (549, 2326), (549, 6224), (549, 7799)]"
550,"[(550, 519), (550, 2488), (550, 2963), (550, 3327), (550, 3981), (550, 6916), (550, 9442)]"
551,"[(551, 1934), (551, 3894), (551, 5581), (551, 6252)]"
552,"[(552, 530), (552, 759), (552, 3539), (552, 6362), (552, 9463)]"
553,"[(553, 5240), (553, 7112)]"
554,"[(554, 1319), (554, 2263), (554, 3087), (554, 7196), (554, 7716)]"
555,"[(555, 1074), (555, 2703), (555, 6124)]"
556,"[(556, 481), (556, 5189), (556, 9878)]"
557,"[(557, 1481), (557, 1719), (557, 4952), (557, 5889), (557, 9251)]"
558,"[(558, 1178), (558, 1196), (558, 4110), (558, 4480)]"
559,"[(559, 2620), (559, 4881)]"
560,"[(560, 1346), (560, 2688), (560, 2838), (560, 3475), (560, 7120)]"
561,"[(561, 1859), (561, 3918), (561, 8423), (561, 8844), (561, 9051)]"
562,"[(562, 1240), (562, 1676), (562, 4054), (562, 4689), (562, 7908), (562, 8287), (562, 9109)]"
563,"[(563, 529), (563, 2280), (563, 7538), (563, 8104), (563, 8329)]"
564,"[(564, 549), (564, 3314), (564, 6745), (564, 8777)]"
565,"[(565, 3655), (565, 4384), (565, 5383), (565, 8124), (565, 8395), (565, 9002)]"
566,"[(566, 2025), (566, 6495), (566, 7406), (566, 9604)]"
567,"[(567, 820), (567, 4245), (567, 6084), (567, 7927), (567, 9190), (567, 9208)]"
568,"[(568, 232), (568, 1630), (568, 2259), (568, 3406), (568, 4299), (568, 4338), (568, 7000), (568, 7764), (568, 9176), (568, 9668)]"
569,"[(569, 1882), (569, 3017), (569, 6800), (569, 7609), (569, 9897)]"
570,"[(570, 41), (570, 152), (570, 3522), (570, 4224), (570, 5185), (570, 9751)]"
571,"[(571, 2494), (571, 3362), (571, 6077)]"
572,"[(572, 365), (572, 2686), (572, 8328), (572, 9366)]"
573,"[(573, 2289), (573, 3288), (573, 4254), (573, 7066)]"
574,"[(574, 812), (574, 2796), (574, 3205), (574, 3952), (574, 6171), (574, 9882)]"
575,"[(575, 5087), (575, 5281), (575, 5921)]"
576,"[(576, 1327), (576, 3662), (576, 6134), (576, 6482), (576, 8225)]"
577,"[(577, 157), (577, 6657), (577, 8065), (577, 8531), (577, 8635), (577, 8654)]"
578,"[(578, 52), (578, 1230), (578, 5406), (578, 6937), (578, 7804)]"
579,"[(579, 219), (579, 1957), (579, 2704), (579, 2841), (579, 3882), (579, 4537), (579, 7146), (579, 7264)]"
580,"[(580, 7299), (580, 8049), (580, 8300), (580, 8837)]"
581,"[(581, 3130), (581, 5343), (581, 7203), (581, 9847), (581, 9943)]"
582,"[(582, 2291), (582, 3475), (582, 3750), (582, 4024), (582, 7275)]"
583,"[(583, 1513), (583, 5150), (583, 5507), (583, 6424), (583, 7988)]"
584,"[(584, 445), (584, 1927), (584, 4873), (584, 5258), (584, 6793), (584, 8389)]"
585,"[(585, 7380), (585, 8116)]"
586,"[(586, 140), (586, 146), (586, 5230), (586, 6862), (586, 8736)]"
587,"[(587, 906), (587, 1908), (587, 2353), (587, 3725), (587, 4706), (587, 4998), (587, 7605)]"
588,"[(588, 1705), (588, 5200), (588, 5819), (588, 6732), (588, 7470), (588, 7767), (588, 7825), (588, 9693)]"
589,"[(589, 1435), (589, 6305), (589, 6437)]"
590,"[(590, 1173), (590, 2656), (590, 6312), (590, 6666), (590, 8147)]"
591,"[(591, 259), (591, 1635), (591, 3672), (591, 6184), (591, 8572)]"
592,"[(592, 958), (592, 4688), (592, 6656), (592, 6961)]"
593,"[(593, 716), (593, 4020), (593, 4232), (593, 5139), (593, 5819), (593, 6348)]"
594,"[(594, 470), (594, 1254), (594, 1875), (594, 2616), (594, 4156), (594, 5541), (594, 6322), (594, 7699)]"
595,"[(595, 277), (595, 1333), (595, 4327), (595, 5679), (595, 9787)]"
596,"[(596, 3227), (596, 4484), (596, 8851), (596, 9211)]"
597,"[(597, 3114), (597, 5797), (597, 8996)]"
598,"[(598, 3661), (598, 9283), (598, 9505)]"
599,"[(599, 515), (599, 1225), (599, 2664), (599, 5264), (599, 7239), (599, 9163)]"
600,"[(600, 2121), (600, 2900), (600, 5418), (600, 9831)]"
601,"[(601, 729), (601, 1995), (601, 2690), (601, 9647)]"
602,"[(602, 935), (602, 1503), (602, 2366), (602, 5514), (602, 8314), (602, 8705)]"
603,"[(603, 812), (603, 1030), (603, 3458)]"
604,"[(604, 2234), (604, 2785), (604, 7696), (604, 7862), (604, 9242)]"
605,"[(605, 3038), (605, 3334), (605, 4501), (605, 6906)]"
606,"[(606, 2142), (606, 3830), (606, 6535), (606, 6827)]"
607,"[(607, 1798), (607, 2548)]"
608,"[(608, 326), (608, 2544), (608, 4765), (608, 5644), (608, 6293), (608, 7303), (608, 8114), (608, 9187)]"
609,"[(609, 1059), (609, 6549)]"
610,"[(610, 4292), (610, 5863), (610, 8409)]"
611,"[(611, 3667), (611, 6275), (611, 7580), (611, 7995), (611, 8994), (611, 9357)]"
612,"[(612, 1748), (612, 2357), (612, 3028), (612, 4929), (612, 6995)]"
613,"[(613, 729), (613, 3898), (613, 9421)]"
614,"[(614, 7755)]"
615,"[(615, 2823), (615, 6559)]"
616,"[(616, 3990), (616, 5521), (616, 6017), (616, 7429), (616, 9605), (616, 9881)]"
617,"[(617, 279), (617, 1554), (617, 4168), (617, 4302), (617, 4879), (617, 8792), (617, 8919)]"
618,"[(618, 76), (618, 4761), (618, 6568), (618, 7644), (618, 9952)]"
619,"[(619, 1225), (619, 3701), (619, 4014), (619, 4248), (619, 4837)]"
620,"[(620, 133), (620, 6838)]"
621,"[(621, 817), (621, 2369), (621, 3275), (621, 5893), (621, 6557), (621, 8081)]"
622,"[(622, 4224), (622, 4675)]"
623,"[(623, 871), (623, 1755), (623, 3343), (623, 7986), (623, 8289)]"
624,"[(624, 1765), (624, 4252), (624, 4281), (624, 4728), (624, 8367)]"
625,"[(625, 491), (625, 2731), (625, 3077), (625, 3904), (625, 3964), (625, 5025), (625, 6031), (625, 6547), (625, 6767)]"
626,"[(626, 103), (626, 903), (626, 1536), (626, 5350), (626, 7398), (626, 7404)]"
627,"[(627, 4078), (627, 7858), (627, 7918)]"
628,"[(628, 3232), (628, 6574)]"
629,"[(629, 232), (629, 1131), (629, 1162), (629, 1687), (629, 6470)]"
630,"[(630, 240), (630, 2102), (630, 2849), (630, 3952), (630, 4798), (630, 7820), (630, 8277)]"
631,"[(631, 835), (631, 3587), (631, 4557), (631, 5451), (631, 5592), (631, 6653), (631, 7085)]"
632,"[(632, 6375), (632, 8223)]"
633,"[(633, 2061), (633, 5410), (633, 5770), (633, 6567)]"
634,"[(634, 3515)]"
635,"[(635, 732), (635, 2531), (635, 2801), (635, 3507), (635, 6701)]"
636,"[(636, 704), (636, 5254), (636, 6883)]"
637,"[(637, 7922), (637, 8858), (637, 9536), (637, 9903), (637, 9915)]"
638,"[(638, 1556), (638, 3486), (638, 3875), (638, 6296)]"
639,"[(639, 5987), (639, 5992), (639, 6402), (639, 7866), (639, 7967), (639, 9305)]"
640,"[(640, 352), (640, 367), (640, 967), (640, 4958), (640, 6377), (640, 6484), (640, 8290)]"
641,"[(641, 201), (641, 210)]"
642,"[(642, 801), (642, 3192), (642, 4506), (642, 6901), (642, 7946), (642, 9700), (642, 9848), (642, 9993)]"
643,"[(643, 4100), (643, 8592)]"
644,"[(644, 2710), (644, 5286), (644, 6788), (644, 9939)]"
645,"[(645, 471), (645, 4484)]"
646,"[(646, 968), (646, 5449), (646, 6288)]"
647,"[(647, 3373), (647, 3389), (647, 6960), (647, 7441), (647, 7762)]"
648,"[(648, 1531), (648, 6897), (648, 9648)]"
649,"[(649, 1618), (649, 3289), (649, 3608), (649, 3767), (649, 5760), (649, 7068), (649, 9557)]"
650,[]
651,"[(651, 1838), (651, 2117), (651, 3991), (651, 4240), (651, 6779)]"
652,"[(652, 1153), (652, 2277), (652, 4680), (652, 7540), (652, 9081)]"
653,"[(653, 1720), (653, 2544), (653, 6622)]"
654,"[(654, 867), (654, 5731), (654, 6392), (654, 7671)]"
655,"[(655, 7180), (655, 7603), (655, 7699), (655, 8635)]"
656,"[(656, 1525), (656, 7982), (656, 9800)]"
657,"[(657, 1364), (657, 1476), (657, 2132), (657, 3934), (657, 8213), (657, 9722)]"
658,"[(658, 350), (658, 5092), (658, 5322), (658, 5693), (658, 6046), (658, 8434), (658, 8576)]"
659,"[(659, 402), (659, 3837), (659, 4228), (659, 5195), (659, 5479), (659, 7015), (659, 7772), (659, 8117)]"
660,"[(660, 2669), (660, 3519), (660, 7494), (660, 9909)]"
